INDEX,FLIGHTDATE,FLIGHTNO,ORIGIN,ORIGIN_STATION,DEPARTUREDATE_ZULU,STATION,DATE,REPORT_TYPE,SCH_DEPARTURE,VIS_METERS
1728,20181002,63,GRU,83075099999,2018-10-03 00:10:00+00:00,83075099999,2018-10-03 00:00:00+00:00,FM-15,MET051METAR SBGR 030000Z 12002KT 9999 FEW020 21/20 Q1017=,9999.0
1733,20181002,818,EZE,87576099999,2018-10-03 00:20:00+00:00,87576099999,2018-10-03 00:00:00+00:00,FM-15,MET051METAR SAEZ 030000Z 31004KT CAVOK 12/06 Q1017 NOSIG=,9900.0
1732,20181002,846,SCL,85574099999,2018-10-03 01:15:00+00:00,85574099999,2018-10-03 01:00:00+00:00,FM-15,MET059METAR SCEL 030100Z 16007KT 120V180 CAVOK 15/02 Q1020 NOSIG=,9900.0
1751,20181003,1459,POS,78970011634,2018-10-03 04:15:00+00:00,78970011634,2018-10-03 04:00:00+00:00,FM-15,MET057METAR TTPP 030400Z 00000KT 9999 FEW015 25/24 Q1011 NOSIG=,9999.0
1740,20181003,1006,BOG,80222099999,2018-10-03 05:14:00+00:00,80222099999,2018-10-03 05:00:00+00:00,FM-15,MET048METAR SKBO 030500Z VRB02KT 9999 NSC 11/08 A3034=,9999.0
1749,20181003,1036,UIO,84071099999,2018-10-03 05:35:00+00:00,,,,,
1745,20181003,855,LIM,84628099999,2018-10-03 05:35:00+00:00,84628099999,2018-10-03 06:00:00+00:00,FM-15,MET074METAR SPJC 030600Z 17004KT 9999 SCT015 OVC024 17/15 Q1013 NOSIG RMK PP000=,9999.0
1730,20181002,252,HNL,91182022521,2018-10-03 05:40:00+00:00,91182022521,2018-10-03 05:53:00+00:00,FM-15,MET11810/02/18 19:53:01 METAR PHNL 030553Z VRB05KT 10SM FEW024 FEW042 27/21 A2999 RMK AO2 SLP155 T02670211 10300 20267 53024,16093.0
1729,20181002,1204,SFO,72494023234,2018-10-03 06:45:00+00:00,72494023234,2018-10-03 06:56:00+00:00,FM-15,MET10710/02/18 22:56:02 METAR KSFO 030656Z 18003KT 10SM SCT050 BKN080 BKN095 19/13 A2988 RMK AO2 SLP117 T01940128,16093.0
1731,20181002,2112,SEA,72793024233,2018-10-03 06:59:00+00:00,72793024233,2018-10-03 06:53:00+00:00,FM-15,MET09310/02/18 22:53:02 METAR KSEA 030653Z VRB04KT 10SM FEW050 11/07 A2997 RMK AO2 SLP155 T01060067,16093.0
1735,20181002,717,LAX,72295023174,2018-10-03 06:59:00+00:00,72295023174,2018-10-03 06:53:00+00:00,FM-15,MET10210/02/18 22:53:02 METAR KLAX 030653Z 00000KT 10SM BKN042 BKN060 21/16 A2993 RMK AO2 SLP134 T02060156 $,16093.0
1743,20181003,1200,SFO,72494023234,2018-10-03 07:55:00+00:00,72494023234,2018-10-03 07:56:00+00:00,FM-15,MET11710/02/18 23:56:01 METAR KSFO 030756Z 31003KT 10SM FEW070 BKN095 BKN160 19/16 A2988 RMK AO2 SLP117 T01890156 402330128,16093.0
1750,20181003,634,LAS,72386023169,2018-10-03 08:00:00+00:00,72386023169,2018-10-03 07:56:00+00:00,FM-15,MET11310/02/18 23:56:01 METAR KLAS 030756Z 19008G15KT 10SM FEW085 SCT120 26/13 A2986 RMK AO2 SLP087 T02610128 403000239,16093.0
1755,20181003,1614,LAX,72295023174,2018-10-03 08:10:00+00:00,72295023174,2018-10-03 07:53:00+00:00,FM-15,MET11910/02/18 23:53:01 METAR KLAX 030753Z VRB04KT 10SM FEW012 BKN041 BKN060 21/14 A2993 RMK AO2 SLP134 T02110144 402440194 $,16093.0
1747,20181003,304,BOS,72509014739,2018-10-03 09:45:00+00:00,72509014739,2018-10-03 09:54:00+00:00,FM-15,MET12610/03/18 04:54:02 METAR KBOS 030954Z 34006KT 6SM BR BKN003 OVC080 12/12 A2999 RMK AO2 RAE05B09E19 SLP154 P0001 T01220117 (BTG),9656.0
1766,20181003,657,LGA,72503014732,2018-10-03 09:45:00+00:00,72503014732,2018-10-03 09:51:00+00:00,FM-15,MET10510/03/18 04:51:02 METAR KLGA 030951Z 24005KT 10SM FEW055 SCT200 19/17 A3000 RMK AO2 SLP159 T01940167 (RZ),16093.0
1772,20181003,2037,EWR,72502014734,2018-10-03 10:00:00+00:00,72502014734,2018-10-03 09:51:00+00:00,FM-15,MET11510/03/18 04:51:02 METAR KEWR 030951Z 22003KT 10SM FEW050 FEW120 SCT240 17/17 A3001 RMK AO2 SLP161 T01720167 $ (MVC),16093.0
1760,20181003,551,DCA,72405013743,2018-10-03 10:05:00+00:00,72405013743,2018-10-03 09:52:00+00:00,FM-15,MET10510/03/18 04:52:02 METAR KDCA 030952Z 18004KT 9SM FEW050 SCT250 21/19 A3005 RMK AO2 SLP175 T02060189 (JDH),14484.0
1752,20181003,2113,PHL,72408013739,2018-10-03 10:28:00+00:00,72408013739,2018-10-03 10:36:00+00:00,FM-16,MET10510/03/18 05:36:02 SPECI KPHL 031036Z 00000KT 7SM FEW035 SCT045 SCT250 18/18 A3004 RMK AO2 T01830178 (GAH),11265.0
1758,20181003,2268,RDU,72306013722,2018-10-03 10:30:00+00:00,72306013722,2018-10-03 10:51:00+00:00,FM-15,MET09910/03/18 05:51:02 METAR KRDU 031051Z 24005KT 10SM FEW250 18/17 A3014 RMK AO2 SLP201 T01780172 (AWB),16093.0
1741,20181003,2108,SAT,72253012921,2018-10-03 10:30:00+00:00,72253012921,2018-10-03 10:45:00+00:00,FM-16,MET09510/03/18 04:45:02 SPECI KSAT 031045Z 18007KT 10SM SCT009 BKN017 BKN250 24/23 A3002 RMK AO2 (CM),16093.0
1759,20181003,468,MSY,72231012916,2018-10-03 10:30:00+00:00,72231012916,2018-10-03 10:53:00+00:00,FM-15,MET09910/03/18 04:53:02 METAR KMSY 031053Z 00000KT 10SM FEW020 26/24 A3005 RMK AO2 SLP178 T02560244 (TJF),16093.0
1744,20181003,1920,AUS,72254013904,2018-10-03 10:35:00+00:00,72254013904,2018-10-03 10:29:00+00:00,FM-16,MET11210/03/18 04:29:02 SPECI KAUS 031029Z 21004KT 8SM SCT009 BKN018 24/23 A3002 RMK AO2 T02390233 VISNO RWY17R $ (DP),12875.0
1767,20181003,1085,MEX,76679399999,2018-10-03 10:40:00+00:00,76679399999,2018-10-03 10:48:00+00:00,FM-15,MET080METAR MMMX 031048Z 01006KT 9SM SCT020 BKN200 15/10 A3032 NOSIG RMK 8/502 HZY AC=,14484.0
1742,20181003,695,CLE,72524014820,2018-10-03 10:50:00+00:00,72524014820,2018-10-03 10:51:00+00:00,FM-15,MET10610/03/18 05:51:02 METAR KCLE 031051Z 20003KT 10SM FEW023 BKN250 15/13 A3011 RMK AO2 SLP194 T01500128 (SRB),16093.0
1768,20181003,2092,BWI,72406093721,2018-10-03 10:50:00+00:00,72406093721,2018-10-03 10:54:00+00:00,FM-15,MET10710/03/18 05:54:02 METAR KBWI 031054Z 24003KT 6SM BR FEW110 FEW250 18/18 A3005 RMK AO2 SLP175 T01830183 (ET),9656.0
1748,20181003,2148,FLL,74783012849,2018-10-03 10:51:00+00:00,74783012849,2018-10-03 10:53:00+00:00,FM-15,MET10610/03/18 05:53:02 METAR KFLL 031053Z 05003KT 10SM SCT029 SCT080 27/23 A2997 RMK AO2 SLP150 T02670228 (DWR),16093.0
1773,20181003,1895,TPA,72211012842,2018-10-03 10:55:00+00:00,72211012842,2018-10-03 10:53:00+00:00,FM-15,MET09610/03/18 05:53:02 METAR KTPA 031053Z 04005KT 10SM CLR 24/21 A3006 RMK AO2 SLP177 T02440211 (RPM),16093.0
1739,20181003,1011,CUN,76595099999,2018-10-03 11:00:00+00:00,76595099999,2018-10-03 10:46:00+00:00,FM-15,MET070METAR MMUN 031046Z 08005KT 7SM SCT018TCU BKN250 27/24 A2989 RMK 8/208=,11265.0
1771,20181003,1768,MCO,72205012815,2018-10-03 11:00:00+00:00,72205012815,2018-10-03 10:53:00+00:00,FM-15,MET10510/03/18 05:53:02 METAR KMCO 031053Z 35005KT 10SM FEW025 FEW250 22/22 A3005 RMK AO2 SLP175 T02220217 (RK),16093.0
1746,20181003,2043,ORD,72530094846,2018-10-03 11:08:00+00:00,72530094846,2018-10-03 10:51:00+00:00,FM-15,MET09910/03/18 04:51:02 METAR KORD 031051Z 17009KT 10SM SCT200 16/14 A2993 RMK AO2 SLP135 T01610144 (SMN),16093.0
1737,20181003,527,RSW,72210812894,2018-10-03 11:20:00+00:00,72210812894,2018-10-03 10:53:00+00:00,FM-15,MET09510/03/18 05:53:02 METAR KRSW 031053Z 05006KT 10SM CLR 23/22 A3001 RMK AO2 SLP159 T02280217 (DG),16093.0
1762,20181003,1192,DEN,72565003017,2018-10-03 11:30:00+00:00,72565003017,2018-10-03 11:53:00+00:00,FM-15,MET12410/03/18 04:53:02 METAR KDEN 031153Z 21008KT 10SM FEW130 SCT220 17/07 A2983 RMK AO2 SLP023 T01670072 10178 20150 53003 (PJM),16093.0
1764,20181003,2158,JAX,72206013889,2018-10-03 11:30:00+00:00,72206013889,2018-10-03 11:56:00+00:00,FM-15,MET12510/03/18 06:56:02 METAR KJAX 031156Z 35003KT 10SM FEW020 FEW070 22/21 A3010 RMK AO2 SLP193 T02170211 10222 20211 52007 $ (JY),16093.0
1754,20181003,371,MCI,72446003947,2018-10-03 11:30:00+00:00,72446003947,2018-10-03 11:53:00+00:00,FM-15,MET11910/03/18 05:53:02 METAR KMCI 031153Z 19014G21KT 10SM FEW060 22/20 A2985 RMK AO2 SLP095 T02220200 10239 20222 56013 (SN),16093.0
1761,20181003,625,MEM,72334013893,2018-10-03 11:45:00+00:00,72334013893,2018-10-03 11:54:00+00:00,FM-15,MET11610/03/18 05:54:02 METAR KMEM 031154Z 19005KT 10SM FEW250 22/21 A3008 RMK AO2 SLP183 T02170211 10239 20217 50001 (SL),16093.0
1763,20181003,1077,MSY,72231012916,2018-10-03 12:10:00+00:00,72231012916,2018-10-03 11:53:00+00:00,FM-15,MET14110/03/18 05:53:02 METAR KMSY 031153Z 07004KT 10SM FEW020 FEW250 27/26 A3005 RMK AO2 SLP178 CB DSNT E AND SE T02670256 10267 20244 52001 (TJF),16093.0
1738,20181003,2159,MAF,72265023023,2018-10-03 12:10:00+00:00,72265023023,2018-10-03 12:21:00+00:00,FM-16,MET10010/03/18 06:21:02 SPECI KMAF 031221Z 18011KT 10SM CLR 22/19 A3000 RMK AO2 RAE20 P0000 T02220194 (NE),16093.0
1765,20181003,1919,AUS,72254013904,2018-10-03 12:15:00+00:00,72254013904,2018-10-03 11:53:00+00:00,FM-15,MET14010/03/18 05:53:02 METAR KAUS 031153Z 19003KT 6SM BR FEW006 FEW017 23/22 A3002 RMK AO2 SLP157 T02280222 10244 20222 55001 VISNO RWY17R $ (DP),9656.0
1756,20181003,1477,TUL,72356013968,2018-10-03 12:15:00+00:00,72356013968,2018-10-03 11:53:00+00:00,FM-15,MET11310/03/18 05:53:02 METAR KTUL 031153Z 17011KT 10SM CLR 23/21 A2993 RMK AO2 SLP127 T02280206 10250 20228 58007 (WM),16093.0
1753,20181003,1414,MFE,72250612959,2018-10-03 12:30:00+00:00,72250612959,2018-10-03 12:53:00+00:00,FM-15,MET09710/03/18 06:53:02 METAR KMFE 031253Z 00000KT 6SM BR CLR 26/25 A2999 RMK AO2 SLP152 T02560250 (KK),9656.0
1770,20181003,570,DFW,72259003927,2018-10-03 12:35:00+00:00,72259003927,2018-10-03 12:40:00+00:00,FM-16,MET09810/03/18 06:40:02 SPECI KDFW 031240Z 19010KT 10SM BKN010 BKN300 23/22 A2999 RMK AO2 T02330217 (NJ),16093.0
1769,20181003,697,SFO,72494023234,2018-10-04 06:31:00+00:00,72494023234,2018-10-04 06:56:00+00:00,FM-15,MET10210/03/18 22:56:01 METAR KSFO 040656Z 35004KT 10SM FEW011 BKN034 18/14 A2993 RMK AO2 SLP134 T01780139 $,16093.0
1757,20181003,411,LAX,72295023174,2018-10-04 06:42:00+00:00,72295023174,2018-10-04 06:53:00+00:00,FM-15,MET10910/03/18 22:53:01 METAR KLAX 040653Z 25008KT 10SM FEW010 FEW017 BKN048 20/18 A2995 RMK AO2 SLP139 T02000178 $,16093.0
1736,20181003,384,SFO,72494023234,2018-10-04 06:59:00+00:00,72494023234,2018-10-04 06:56:00+00:00,FM-15,MET10210/03/18 22:56:01 METAR KSFO 040656Z 35004KT 10SM FEW011 BKN034 18/14 A2993 RMK AO2 SLP134 T01780139 $,16093.0
1778,20181004,389,BOS,72509014739,2018-10-04 09:40:00+00:00,72509014739,2018-10-04 09:54:00+00:00,FM-15,MET10510/04/18 04:54:02 METAR KBOS 040954Z 20006KT 10SM BKN008 OVC011 16/14 A3005 RMK AO2 SLP175 T01560139 (DH),16093.0
1782,20181004,296,BDL,72508014740,2018-10-04 10:00:00+00:00,72508014740,2018-10-04 10:00:00+00:00,FM-16,MET09810/04/18 05:00:02 SPECI KBDL 041000Z 23004KT 10SM SCT006 BKN032 15/14 A3004 RMK AO2 T01500139 (SB),16093.0
1779,20181004,623,CLE,72524014820,2018-10-04 10:00:00+00:00,72524014820,2018-10-04 09:51:00+00:00,FM-15,MET13010/04/18 04:51:02 METAR KCLE 040951Z 20012KT 10SM FEW037 SCT055 BKN080 23/20 A2988 RMK AO2 RAB15E43 SLP111 P0000 T02330200 $ (SRB),16093.0
1783,20181004,1139,IND,72438093819,2018-10-04 10:05:00+00:00,72438093819,2018-10-04 09:54:00+00:00,FM-15,MET12910/04/18 04:54:02 METAR KIND 040954Z 25010KT 3SM RA BR BKN025 BKN036 BKN060 23/21 A2996 RMK AO2 TSE38 SLP137 P0004 T02280211 (ML),4828.0
1775,20181004,997,EWR,72502014734,2018-10-04 10:14:00+00:00,72502014734,2018-10-04 10:07:00+00:00,FM-16,MET10110/04/18 05:07:02 SPECI KEWR 041007Z 00000KT 10SM BKN015 BKN250 15/14 A3005 RMK AO2 T01500139 $ (MVC),16093.0
1781,20181004,2253,RDU,72306013722,2018-10-04 10:15:00+00:00,72306013722,2018-10-04 09:51:00+00:00,FM-15,MET10610/04/18 04:51:02 METAR KRDU 040951Z 23004KT 6SM BCFG BR FEW004 19/19 A3009 RMK AO2 SLP184 T01940194 (AWB),9656.0
1774,20181004,1443,ORF,72308013737,2018-10-04 10:15:00+00:00,72308013737,2018-10-04 09:51:00+00:00,FM-15,MET09410/04/18 04:51:02 METAR KORF 040951Z 22005KT 9SM CLR 22/21 A3005 RMK AO2 SLP174 T02170211 (AH),14484.0
1776,20181004,2198,ORD,72530094846,2018-10-04 11:53:00+00:00,72530094846,2018-10-04 11:51:00+00:00,FM-15,MET14510/04/18 05:51:02 METAR KORD 041151Z 35018G25KT 10SM SCT024 BKN250 14/10 A3002 RMK AO2 PRESRR SLP163 60004 70004 T01440100 10267 20144 53056 (JD),16093.0
1780,20181004,846,SCL,85574099999,2018-10-05 01:15:00+00:00,85574099999,2018-10-05 01:00:00+00:00,FM-15,MET051METAR SCEL 050100Z 17008KT CAVOK 16/09 Q1016 NOSIG=,9900.0
1785,20181005,855,LIM,84628099999,2018-10-05 05:35:00+00:00,84628099999,2018-10-05 06:00:00+00:00,FM-15,MET067METAR SPJC 050600Z 17009KT 9999 OVC011 18/15 Q1014 NOSIG RMK PP000=,9999.0
1777,20181004,2112,SEA,72793024233,2018-10-05 06:59:00+00:00,72793024233,2018-10-05 06:53:00+00:00,FM-15,MET09010/04/18 22:53:01 METAR KSEA 050653Z 14004KT 10SM CLR 10/06 A3011 RMK AO2 SLP203 T01000056,16093.0
1788,20181005,1200,SFO,72494023234,2018-10-05 07:55:00+00:00,72494023234,2018-10-05 07:56:00+00:00,FM-15,MET11210/04/18 23:56:01 METAR KSFO 050756Z 25009KT 10SM FEW010 FEW015 14/11 A3004 RMK AO2 SLP172 T01440106 402170144 $,16093.0
1787,20181005,2108,SAT,72253012921,2018-10-05 10:30:00+00:00,72253012921,2018-10-05 10:51:00+00:00,FM-15,MET10510/05/18 04:51:02 METAR KSAT 051051Z 16007KT 10SM BKN006 OVC019 24/23 A2999 RMK AO2 SLP137 T02440228 (CM),16093.0
1789,20181005,1920,AUS,72254013904,2018-10-05 10:35:00+00:00,72254013904,2018-10-05 10:53:00+00:00,FM-15,MET11410/05/18 04:53:02 METAR KAUS 051053Z 19005KT 1 1/2SM BR OVC003 24/24 A2999 RMK AO2 SFC VIS 3 SLP142 T02440239 (DP),2414.0
1784,20181005,468,MSY,72231012916,2018-10-05 10:40:00+00:00,72231012916,2018-10-05 10:53:00+00:00,FM-15,MET09610/05/18 04:53:02 METAR KMSY 051053Z 00000KT 10SM CLR 24/24 A3004 RMK AO2 SLP176 T02390239 (TJF),16093.0
1786,20181005,958,ORD,72530094846,2018-10-05 21:00:00+00:00,72530094846,2018-10-05 20:51:00+00:00,FM-15,MET11810/05/18 14:51:02 METAR KORD 052051Z 24006KT 7SM BKN006 OVC010 18/16 A2992 RMK AO2 SLP129 60000 T01780156 58003 $ (WS),11265.0
1790,20181006,411,LAX,72295023174,2018-10-07 06:45:00+00:00,72295023174,2018-10-07 06:53:00+00:00,FM-15,MET10010/06/18 22:53:02 METAR KLAX 070653Z VRB05KT 10SM SCT011 OVC017 20/16 A2978 RMK AO2 SLP081 T02000161,16093.0
1826,20181007,389,BOS,72509014739,2018-10-07 09:40:00+00:00,72509014739,2018-10-07 09:54:00+00:00,FM-15,MET10510/07/18 04:54:02 METAR KBOS 070954Z 22006KT 10SM BKN010 OVC016 18/15 A3012 RMK AO2 SLP199 T01780150 (WL),16093.0
1835,20181007,296,BDL,72508014740,2018-10-07 10:00:00+00:00,72508014740,2018-10-07 09:51:00+00:00,FM-15,MET10010/07/18 04:51:02 METAR KBDL 070951Z 17008KT 10SM OVC012 18/17 A3012 RMK AO2 SLP200 T01780172 $ (MC),16093.0
1805,20181007,623,CLE,72524014820,2018-10-07 10:00:00+00:00,72524014820,2018-10-07 09:51:00+00:00,FM-15,MET12910/07/18 04:51:02 METAR KCLE 070951Z 20004KT 10SM FEW046 SCT085 BKN110 20/19 A3015 RMK AO2 RAB02E42 SLP205 P0005 T02000189 $ (SR),16093.0
1849,20181007,1139,IND,72438093819,2018-10-07 10:05:00+00:00,72438093819,2018-10-07 10:01:00+00:00,FM-16,MET11010/07/18 05:01:02 SPECI KIND 071001Z 10004KT 1SM R05L/2000V6000FT BR VV002 20/20 A3011 RMK AO2 T02000200 (SKL),1609.0
1808,20181007,2253,RDU,72306013722,2018-10-07 10:15:00+00:00,72306013722,2018-10-07 09:51:00+00:00,FM-15,MET13510/07/18 04:51:02 METAR KRDU 070951Z 00000KT 6SM R23R/1800VP6000FT BR FEW002 FEW030 SCT250 19/19 A3020 RMK AO2 SLP223 T01890189 $ (JBA),9656.0
1834,20181007,997,EWR,72502014734,2018-10-07 10:17:00+00:00,72502014734,2018-10-07 09:51:00+00:00,FM-15,MET12610/07/18 04:51:02 METAR KEWR 070951Z 22011KT 7SM BKN007 BKN014 OVC021 20/19 A3014 RMK AO2 DZE49 SLP206 P0000 T02000194 $ (MVC),11265.0
1802,20181007,1744,PIT,72520094823,2018-10-07 10:25:00+00:00,72520094823,2018-10-07 10:51:00+00:00,FM-15,MET10510/07/18 05:51:02 METAR KPIT 071051Z 19003KT 8SM FEW022 FEW043 18/18 A3018 RMK AO2 SLP222 T01830183 (WAO),12875.0
1818,20181007,1443,ORF,72308013737,2018-10-07 10:30:00+00:00,72308013737,2018-10-07 10:51:00+00:00,FM-15,MET09410/07/18 05:51:02 METAR KORF 071051Z 00000KT 9SM CLR 21/20 A3020 RMK AO2 SLP224 T02060200 (AH),14484.0
1828,20181007,2388,IAD,72403093738,2018-10-07 12:15:00+00:00,72403093738,2018-10-07 12:09:00+00:00,FM-16,MET13710/07/18 07:09:02 SPECI KIAD 071209Z 16003KT 1/4SM R01R/5500VP6000FT BR OVC003 21/21 A3021 RMK AO2 SFC VIS 1 1/4 VIS W 3/4 T02110211 (PW),402.0
1845,20181007,102,IAH,72243012960,2018-10-07 19:30:00+00:00,72243012960,2018-10-07 19:53:00+00:00,FM-15,MET14310/07/18 13:53:02 METAR KIAH 071953Z 15016G22KT 10SM SCT033 SCT060 BKN120 31/24 A2989 RMK AO2 PK WND 12027/1934 SLP121 CB DSNT N T03060239 (MS),16093.0
1852,20181007,448,BOS,72509014739,2018-10-07 19:40:00+00:00,72509014739,2018-10-07 19:54:00+00:00,FM-15,MET12810/07/18 14:54:02 METAR KBOS 071954Z 05012KT 6SM -RA SCT023 BKN028 OVC035 19/17 A3018 RMK AO2 RAB38 SLP219 P0000 T01940167 (ETM),9656.0
1800,20181007,1419,RSW,72210812894,2018-10-07 20:00:00+00:00,72210812894,2018-10-07 19:53:00+00:00,FM-15,MET10010/07/18 14:53:02 METAR KRSW 071953Z 09010KT 10SM FEW060 32/19 A2993 RMK AO2 SLP132 T03170194 $ (RH),16093.0
1803,20181007,2429,EWR,72502014734,2018-10-07 20:05:00+00:00,72502014734,2018-10-07 19:51:00+00:00,FM-15,MET11410/07/18 14:51:02 METAR KEWR 071951Z 18004KT 10SM SCT026 BKN038 BKN150 26/21 A3017 RMK AO2 SLP214 T02610206 $ (JG),16093.0
1833,20181007,1779,BWI,72406093721,2018-10-07 20:12:00+00:00,72406093721,2018-10-07 19:54:00+00:00,FM-15,MET10510/07/18 14:54:02 METAR KBWI 071954Z 23005KT 10SM FEW026 FEW250 28/23 A3018 RMK AO2 SLP218 T02830228 (TC),16093.0
1832,20181007,2114,RDU,72306013722,2018-10-07 20:15:00+00:00,72306013722,2018-10-07 19:51:00+00:00,FM-15,MET11410/07/18 14:51:02 METAR KRDU 071951Z 05007KT 10SM FEW040 SCT050 SCT250 29/19 A3019 RMK AO2 SLP219 T02940194 $ (HA),16093.0
1792,20181007,1535,PHL,72408013739,2018-10-07 20:15:00+00:00,72408013739,2018-10-07 19:54:00+00:00,FM-15,MET10110/07/18 14:54:02 METAR KPHL 071954Z 23008KT 10SM BKN019 25/21 A3019 RMK AO2 SLP224 T02500206 $ (MLC),16093.0
1799,20181007,2104,DCA,72405013743,2018-10-07 20:15:00+00:00,72405013743,2018-10-07 19:52:00+00:00,FM-15,MET09810/07/18 14:52:02 METAR KDCA 071952Z 17007KT 10SM FEW020 27/22 A3020 RMK AO2 SLP225 T02720217 (JV),16093.0
1816,20181007,2236,JAX,72206013889,2018-10-07 20:20:00+00:00,72206013889,2018-10-07 19:56:00+00:00,FM-15,MET11510/07/18 14:56:02 METAR KJAX 071956Z 08011G21KT 10SM SCT034 SCT080 BKN250 31/21 A3007 RMK AO2 SLP184 T03060211 (BB),16093.0
1858,20181007,815,TPA,72211012842,2018-10-07 20:25:00+00:00,72211012842,2018-10-07 20:53:00+00:00,FM-15,MET13510/07/18 15:53:02 METAR KTPA 072053Z 06009G16KT 10SM SCT040TCU SCT100 BKN270 31/21 A2998 RMK AO2 SLP150 TCU ALQDS T03060206 56012 (RPM),16093.0
1842,20181007,257,MCO,72205012815,2018-10-07 20:32:00+00:00,72205012815,2018-10-07 20:53:00+00:00,FM-15,MET14010/07/18 15:53:02 METAR KMCO 072053Z 06017KT 10SM FEW032TCU SCT100 BKN250 28/22 A3000 RMK AO2 TSE10 SLP156 TCU SW 60026 T02830222 56018 (MH),16093.0
1831,20181007,467,CLE,72524014820,2018-10-07 20:53:00+00:00,72524014820,2018-10-07 20:51:00+00:00,FM-15,MET10810/07/18 15:51:02 METAR KCLE 072051Z 03007KT 5SM BR OVC004 21/19 A3022 RMK AO2 SLP228 T02060189 56005 $ (WB),8047.0
1806,20181007,2041,EWR,72502014734,2018-10-07 21:01:00+00:00,72502014734,2018-10-07 20:51:00+00:00,FM-15,MET12010/07/18 15:51:02 METAR KEWR 072051Z VRB03KT 10SM FEW028 BKN037 BKN045 27/21 A3017 RMK AO2 SLP217 T02670206 53001 $ (JG),16093.0
1857,20181007,2412,MSY,72231012916,2018-10-07 21:10:00+00:00,72231012916,2018-10-07 20:53:00+00:00,FM-15,MET17610/07/18 14:53:02 METAR KMSY 072053Z 09015KT 10SM FEW030 FEW085 BKN120 28/24 A2998 RMK AO2 LTG DSNT W RAE17 TSE15 SLP154 CB DSNT N-NE SE AND W P0001 60005 T02830244 56013 (WEM),16093.0
1801,20181007,407,ORD,72530094846,2018-10-07 21:18:00+00:00,72530094846,2018-10-07 20:51:00+00:00,FM-15,MET10410/07/18 14:51:02 METAR KORD 072051Z 05012KT 10SM OVC006 15/13 A3016 RMK AO2 SLP214 T01500128 58008 (WS),16093.0
1815,20181007,1210,SJD,76405699999,2018-10-07 21:25:00+00:00,76405699999,2018-10-07 21:41:00+00:00,FM-15,MET074METAR MMSD 072141Z 13010KT 12SM FEW040CB 33/17 A2974 RMK 8/900 OCNL LTGIC=,19312.0
1824,20181007,980,IAD,72403093738,2018-10-07 21:29:00+00:00,72403093738,2018-10-07 21:52:00+00:00,FM-15,MET09510/07/18 16:52:02 METAR KIAD 072152Z 16005KT 10SM CLR 28/22 A3019 RMK AO2 SLP221 T02780222 (DL),16093.0
1850,20181007,30,EWR,72502014734,2018-10-07 21:30:00+00:00,72502014734,2018-10-07 21:51:00+00:00,FM-15,MET11410/07/18 16:51:02 METAR KEWR 072151Z 23005KT 10SM FEW032 BKN050 BKN150 26/21 A3019 RMK AO2 SLP223 T02560211 $ (JG),16093.0
1854,20181007,465,MSN,72641014837,2018-10-07 21:31:00+00:00,72641014837,2018-10-07 21:51:00+00:00,FM-16,MET11910/07/18 15:51:02 SPECI KMSN 072151Z 08012KT 10SM OVC009 10/09 A3020 RMK AO2 DZE24RAB24E38 CIG 006V015 P0000 FIBI (MRC),16093.0
1797,20181007,825,IAH,72243012960,2018-10-07 21:33:00+00:00,72243012960,2018-10-07 21:53:00+00:00,FM-15,MET17810/07/18 15:53:02 METAR KIAH 072153Z 16007KT 10SM SCT035CB SCT120 BKN250 28/23 A2989 RMK AO2 PK WND 15026/2119 RAB30E45 SLP122 CB AND VCSH SE AND W-NW MOV NW P0000 T02830228 (MM),16093.0
1855,20181007,106,IAD,72403093738,2018-10-07 21:40:00+00:00,72403093738,2018-10-07 21:52:00+00:00,FM-15,MET09510/07/18 16:52:02 METAR KIAD 072152Z 16005KT 10SM CLR 28/22 A3019 RMK AO2 SLP221 T02780222 (DL),16093.0
1856,20181007,720,SFO,72494023234,2018-10-07 21:44:00+00:00,72494023234,2018-10-07 21:56:00+00:00,FM-15,MET10010/07/18 13:56:02 METAR KSFO 072156Z 29016KT 10SM FEW015 24/08 A2982 RMK AO2 SLP099 T02390078 $ (MP),16093.0
1813,20181007,644,AUS,72254013904,2018-10-07 21:47:00+00:00,72254013904,2018-10-07 21:53:00+00:00,FM-15,MET13910/07/18 15:53:02 METAR KAUS 072153Z 15013G22KT 10SM FEW027 FEW120 SCT200 29/22 A2985 RMK AO2 SLP096 CB DSNT SW AND NW T02940222 PNO $ (WM),16093.0
1798,20181007,1040,SAN,72290023188,2018-10-07 21:57:00+00:00,72290023188,2018-10-07 21:51:00+00:00,FM-15,MET10510/07/18 13:51:02 METAR KSAN 072151Z 25009KT 10SM SCT030 SCT200 22/15 A2979 RMK AO2 SLP089 T02220150 (JT),16093.0
1817,20181007,1917,MSP,72658014922,2018-10-07 22:04:00+00:00,72658014922,2018-10-07 22:09:00+00:00,FM-16,MET12010/07/18 16:09:02 SPECI KMSP 072209Z 11012KT 6SM BR SCT007 BKN013 OVC017 10/09 A3019 RMK AO2 DZE00 P0000 T01000089 (JDB),9656.0
